customer_id,subscription_plan,monthly_charges,tenure,usage_frequency,last_login_days,customer_support_calls,payment_method,churn,churn_flag,engagement_score,tenure_group,churn_probability,risk_segment
3887-PBQAO,One year,25.9,45,2,10,1,Credit card (automatic),No,0,0.18181818181818182,Loyal,0.0033333333333333335,Low
5919-TMRGD,Month-to-month,79.35,1,3,20,6,Electronic check,Yes,1,0.14285714285714285,New,1.0,High
8108-UXRQN,Month-to-month,50.55,11,4,11,4,Electronic check,No,0,0.3333333333333333,New,0.07,Low
9191-MYQKX,Month-to-month,75.15,7,3,12,6,Bank transfer (automatic),Yes,1,0.23076923076923078,New,0.8057807407407408,High
9919-YLNNG,Month-to-month,103.8,42,7,9,3,Bank transfer (automatic),No,0,0.7,Loyal,0.15,Low
0318-ZOPWS,Two year,20.15,49,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.0,Low
4445-ZJNMU,Month-to-month,99.3,9,6,9,5,Credit card (automatic),No,0,0.6,New,0.8733333333333333,High
4808-YNLEU,One year,62.15,35,4,6,4,Bank transfer (automatic),No,0,0.5714285714285714,Loyal,0.016666666666666666,Low
1862-QRWPE,Two year,20.65,48,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.0,Low
2796-NNUFI,Two year,19.95,46,1,15,1,Mailed check,No,0,0.0625,Loyal,0.0,Low
3016-KSVCP,Month-to-month,33.75,29,2,15,5,Mailed check,No,0,0.125,Loyal,0.04,Low
4767-HZZHQ,Month-to-month,82.05,30,4,11,5,Bank transfer (automatic),No,0,0.3333333333333333,Loyal,0.13666666666666666,Low
2424-WVHPL,Month-to-month,74.7,1,3,20,4,Electronic check,No,0,0.14285714285714285,New,0.14,Low
7233-PAHHL,Two year,84.0,66,8,3,2,Mailed check,No,0,2.0,Loyal,0.0,Low
6067-NGCEU,Month-to-month,111.05,65,8,8,4,Credit card (automatic),No,0,0.8888888888888888,Loyal,0.07333333333333333,Low
9848-JQJTX,Two year,100.9,72,7,4,5,Bank transfer (automatic),No,0,1.4,Loyal,0.03333333333333333,Low
8637-XJIVR,Month-to-month,78.95,12,4,11,5,Electronic check,Yes,1,0.3333333333333333,New,0.7566666666666667,High
9803-FTJCG,One year,66.85,71,6,4,1,Credit card (automatic),No,0,1.2,Loyal,0.013333333333333334,Low
0278-YXOOG,Month-to-month,21.05,5,1,27,1,Mailed check,Yes,1,0.03571428571428571,New,0.63,Medium
3212-KXOCR,Two year,21.0,52,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.013333333333333334,Low
4598-XLKNJ,Month-to-month,98.5,25,6,9,5,Electronic check,Yes,1,0.6,Loyal,0.9233333333333333,High
6380-ARCEH,Month-to-month,20.2,1,1,27,1,Mailed check,No,0,0.03571428571428571,New,0.7654775976126348,High
3679-XASPY,Month-to-month,19.45,1,1,27,1,Electronic check,No,0,0.03571428571428571,New,0.8466666666666667,High
7123-WQUHX,One year,95.0,38,6,4,4,Bank transfer (automatic),No,0,1.2,Loyal,0.013333333333333334,Low
5386-THSLQ,One year,45.55,66,4,6,4,Bank transfer (automatic),No,0,0.5714285714285714,Loyal,0.016666666666666666,Low
3192-NQECA,Two year,110.0,68,8,3,3,Bank transfer (automatic),Yes,1,2.0,Loyal,0.6566666666666666,Medium
6180-YBIQI,Month-to-month,24.3,5,1,27,5,Mailed check,No,0,0.03571428571428571,New,0.14666666666666667,Low
6728-DKUCO,One year,104.15,72,7,4,4,Electronic check,No,0,1.4,Loyal,0.10333333333333333,Low
9750-BOOHV,One year,30.15,32,2,10,4,Mailed check,No,0,0.18181818181818182,Loyal,0.05333333333333334,Low
8597-CWYHH,One year,94.35,43,5,5,6,Mailed check,No,0,0.8333333333333334,Loyal,0.16333333333333333,Low
2848-YXSMW,Two year,19.4,72,1,15,1,Credit card (automatic),No,0,0.0625,Loyal,0.0,Low
0486-HECZI,Month-to-month,96.75,55,6,9,4,Electronic check,Yes,1,0.6,Loyal,0.23,Low
4549-ZDQYY,One year,57.95,52,5,5,2,Credit card (automatic),No,0,0.8333333333333334,Loyal,0.0033333333333333335,Low
5712-AHQNN,Month-to-month,91.65,43,5,10,5,Electronic check,No,0,0.45454545454545453,Loyal,0.01,Low
4846-WHAFZ,Month-to-month,76.5,37,3,12,6,Electronic check,Yes,1,0.23076923076923078,Loyal,0.67,Medium
5256-SKJGO,Two year,54.6,64,5,5,2,Electronic check,No,0,0.8333333333333334,Loyal,0.03666666666666667,Low
3071-VBYPO,Month-to-month,89.85,3,5,17,4,Electronic check,No,0,0.2777777777777778,New,0.23333333333333334,Low
9560-BBZXK,Two year,31.05,36,2,10,4,Bank transfer (automatic),No,0,0.18181818181818182,Loyal,0.02666666666666667,Low
5299-RULOA,Month-to-month,100.25,10,6,9,5,Electronic check,Yes,1,0.6,New,0.9766666666666667,High
8402-OOOHJ,Two year,20.65,41,1,15,1,Mailed check,No,0,0.0625,Loyal,0.0,Low
9445-ZUEQE,Month-to-month,85.2,27,5,10,3,Credit card (automatic),No,0,0.45454545454545453,Loyal,0.18,Low
1091-SOZGA,One year,99.8,56,6,4,6,Credit card (automatic),No,0,1.2,Loyal,0.09,Low
2928-HLDBA,Month-to-month,20.7,6,1,20,1,Mailed check,No,0,0.047619047619047616,New,0.0,Low
0404-SWRVG,Month-to-month,74.4,3,3,20,6,Electronic check,Yes,1,0.14285714285714285,New,0.75,High
6497-TILVL,Month-to-month,50.7,7,3,12,4,Mailed check,No,0,0.23076923076923078,New,0.47,Medium
7219-TLZHO,Month-to-month,20.85,4,1,27,1,Mailed check,No,0,0.03571428571428571,New,0.03666666666666667,Low
4622-YNKIJ,Two year,88.95,33,5,5,3,Electronic check,No,0,0.8333333333333334,Loyal,0.0033333333333333335,Low
4412-YLTKF,Month-to-month,78.05,27,4,11,6,Electronic check,Yes,1,0.3333333333333333,Loyal,0.32,Low
6734-PSBAW,Two year,23.55,72,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
3930-ZGWVE,Month-to-month,19.75,1,1,27,1,Mailed check,No,0,0.03571428571428571,New,0.8338689868044269,High
2639-UGMAZ,One year,56.45,71,5,5,3,Electronic check,No,0,0.8333333333333334,Loyal,0.03666666666666667,Low
2876-GZYZC,Month-to-month,85.95,13,4,11,6,Electronic check,No,0,0.3333333333333333,Mid,0.2733333333333333,Low
6207-WIOLX,Month-to-month,58.6,25,6,9,3,Credit card (automatic),Yes,1,0.6,Loyal,0.7133333333333334,High
8587-XYZSF,Two year,50.55,67,3,8,3,Bank transfer (automatic),No,0,0.3333333333333333,Loyal,0.0,Low
3091-FYHKI,Month-to-month,35.45,1,2,22,5,Electronic check,Yes,1,0.08695652173913043,New,1.0,High
2372-HWUHI,Month-to-month,44.35,2,2,22,5,Electronic check,Yes,1,0.08695652173913043,New,0.67,Medium
7799-LGRDP,Two year,25.7,43,2,10,1,Credit card (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
7850-VWJUU,Month-to-month,75.0,23,3,12,5,Bank transfer (automatic),No,0,0.23076923076923078,Mid,0.17,Low
3774-VBNXY,Two year,20.2,64,1,15,1,Mailed check,No,0,0.0625,Loyal,0.0,Low
6217-KDYWC,Two year,19.6,57,1,15,1,Mailed check,No,0,0.0625,Loyal,0.0033333333333333335,Low
0390-DCFDQ,Month-to-month,70.45,1,2,22,6,Mailed check,Yes,1,0.08695652173913043,New,0.8051514236888494,High
3146-MSEGF,Two year,88.05,72,9,3,1,Credit card (automatic),No,0,2.25,Loyal,0.0,Low
4080-OGPJL,Month-to-month,71.15,8,6,9,2,Electronic check,Yes,1,0.6,New,0.6833333333333333,Medium
1095-WGNGG,Two year,101.05,61,6,4,5,Bank transfer (automatic),No,0,1.2,Loyal,0.0,Low
2636-SJDOU,One year,84.3,64,5,5,4,Credit card (automatic),No,0,0.8333333333333334,Loyal,0.016666666666666666,Low
1131-QQZEB,Two year,23.95,71,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
5716-EZXZN,Two year,99.05,65,7,4,2,Credit card (automatic),No,0,1.4,Loyal,0.0,Low
6837-BJYDQ,One year,19.6,3,1,22,1,Mailed check,No,0,0.043478260869565216,New,0.0033333333333333335,Low
2135-RXIHG,Month-to-month,45.65,1,2,22,5,Electronic check,Yes,1,0.08695652173913043,New,1.0,High
6440-DKQGE,One year,64.5,30,5,5,4,Credit card (automatic),No,0,0.8333333333333334,Loyal,0.04,Low
3466-BYAVD,Month-to-month,69.5,15,6,9,2,Mailed check,No,0,0.6,Mid,0.05,Low
3780-YVMFA,Month-to-month,68.55,8,5,10,3,Electronic check,No,0,0.45454545454545453,New,0.29,Low
3874-EQOEP,Month-to-month,95.0,7,5,10,6,Mailed check,Yes,1,0.45454545454545453,New,0.98,High
1679-JRFBR,One year,108.15,70,8,3,4,Credit card (automatic),No,0,2.0,Loyal,0.03333333333333333,Low
9073-ZZIAY,Two year,86.1,62,8,3,1,Electronic check,No,0,2.0,Loyal,0.0,Low
3077-RSNTJ,Month-to-month,19.7,6,1,20,1,Mailed check,No,0,0.047619047619047616,New,0.02666666666666667,Low
6551-GNYDG,Month-to-month,80.9,14,3,12,6,Bank transfer (automatic),No,0,0.23076923076923078,Mid,0.17333333333333334,Low
9167-APMXZ,Month-to-month,84.15,22,4,11,6,Bank transfer (automatic),No,0,0.3333333333333333,Mid,0.19,Low
2749-CTKAJ,One year,20.15,22,1,15,1,Mailed check,No,0,0.0625,Mid,0.0,Low
6371-NZYEG,Two year,64.25,16,5,5,4,Mailed check,No,0,0.8333333333333334,Mid,0.0,Low
7554-NEWDD,Two year,25.7,10,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,New,0.0,Low
8992-VONJD,Month-to-month,56.0,13,4,11,3,Electronic check,No,0,0.3333333333333333,Mid,0.14,Low
0867-MKZVY,Month-to-month,82.4,20,4,11,5,Electronic check,Yes,1,0.3333333333333333,Mid,0.9166666666666666,High
4482-EWFMI,Month-to-month,69.7,2,2,22,6,Electronic check,No,0,0.08695652173913043,New,0.38,Low
4648-YPBTM,Two year,73.9,53,7,4,2,Bank transfer (automatic),No,0,1.4,Loyal,0.0,Low
2907-ILJBN,One year,20.6,11,1,15,1,Mailed check,No,0,0.0625,New,0.0,Low
6345-FZOQH,Two year,19.9,69,1,15,1,Mailed check,No,0,0.0625,Loyal,0.0,Low
3376-BMGFE,Month-to-month,70.9,4,2,22,6,Bank transfer (automatic),Yes,1,0.08695652173913043,New,0.9033333333333333,High
5997-OPVFA,Two year,89.05,72,9,3,1,Bank transfer (automatic),No,0,2.25,Loyal,0.0,Low
3445-HXXGF,Month-to-month,45.3,58,4,11,4,Electronic check,Yes,1,0.3333333333333333,Loyal,0.6766666666666666,Medium
1159-WFSGR,Month-to-month,20.4,16,1,20,1,Electronic check,No,0,0.047619047619047616,Mid,0.03333333333333333,Low
7654-YWJUF,One year,84.25,43,5,5,3,Bank transfer (automatic),No,0,0.8333333333333334,Loyal,0.0,Low
1875-QIVME,Month-to-month,104.4,2,7,16,4,Electronic check,Yes,1,0.4117647058823529,New,0.7533333333333333,High
6727-IOTLZ,Two year,81.95,14,7,4,2,Mailed check,No,0,1.4,Mid,0.013333333333333334,Low
0691-JVSYA,One year,94.85,53,5,5,6,Bank transfer (automatic),Yes,1,0.8333333333333334,Loyal,0.7333333333333333,High
5918-VUKWP,One year,20.55,32,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.0,Low
1744-JHKYS,Month-to-month,24.7,34,2,15,1,Electronic check,No,0,0.125,Loyal,0.023333333333333334,Low
2656-FMOKZ,Month-to-month,74.45,15,3,12,6,Mailed check,Yes,1,0.23076923076923078,Mid,0.94,High
2070-FNEXE,Month-to-month,76.45,7,3,12,5,Bank transfer (automatic),Yes,1,0.23076923076923078,New,0.42,Medium
5947-SGKCL,Month-to-month,105.35,15,7,9,5,Bank transfer (automatic),No,0,0.7,Mid,0.2733333333333333,Low
3712-PKXZA,One year,20.55,61,1,15,1,Credit card (automatic),No,0,0.0625,Loyal,0.0,Low
6317-YPKDH,Month-to-month,29.95,1,2,22,4,Bank transfer (automatic),Yes,1,0.08695652173913043,New,0.6933333333333334,Medium
6582-OIVSP,Month-to-month,45.3,1,2,22,5,Mailed check,No,0,0.08695652173913043,New,0.5519972360096759,Medium
9367-WXLCH,Month-to-month,84.5,8,4,11,6,Bank transfer (automatic),Yes,1,0.3333333333333333,New,0.8233333333333334,High
5524-KHNJP,One year,74.75,33,6,4,4,Credit card (automatic),No,0,1.2,Loyal,0.02,Low
1918-ZBFQJ,Month-to-month,79.25,13,4,11,5,Electronic check,Yes,1,0.3333333333333333,Mid,0.95,High
1024-GUALD,Month-to-month,24.8,1,1,27,5,Electronic check,Yes,1,0.03571428571428571,New,0.9033333333333333,High
4827-USJHP,Month-to-month,51.8,20,3,12,4,Mailed check,No,0,0.23076923076923078,Mid,0.07,Low
8167-GJLRN,Month-to-month,30.4,3,2,22,3,Electronic check,No,0,0.08695652173913043,New,0.09,Low
0956-SYCWG,One year,19.65,13,1,15,1,Electronic check,No,0,0.0625,Mid,0.0,Low
8017-UVSZU,Month-to-month,56.6,40,4,11,4,Credit card (automatic),No,0,0.3333333333333333,Loyal,0.12,Low
7100-FQPRV,One year,71.9,43,6,4,2,Credit card (automatic),No,0,1.2,Loyal,0.013333333333333334,Low
2472-OVKUP,Month-to-month,91.0,6,5,10,5,Electronic check,Yes,1,0.45454545454545453,New,0.87,High
2984-RGEYA,Two year,19.75,69,1,15,1,Bank transfer (automatic),No,0,0.0625,Loyal,0.06,Low
9680-NIAUV,Two year,109.7,72,8,3,4,Credit card (automatic),No,0,2.0,Loyal,0.0,Low
2146-EGVDT,Two year,19.3,59,1,15,1,Credit card (automatic),No,0,0.0625,Loyal,0.016666666666666666,Low
2604-IJPDU,Month-to-month,96.55,20,6,9,2,Electronic check,No,0,0.6,Mid,0.19666666666666666,Low
9178-JHUVJ,Two year,24.1,24,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,Mid,0.006666666666666667,Low
6168-YBYNP,Month-to-month,111.35,59,8,8,3,Electronic check,No,0,0.8888888888888888,Loyal,0.14666666666666667,Low
7255-SSFBC,Two year,112.25,72,8,3,3,Bank transfer (automatic),No,0,2.0,Loyal,0.0,Low
3645-DEYGF,Month-to-month,20.75,1,1,27,1,Mailed check,No,0,0.03571428571428571,New,0.016666666666666666,Low
9323-HGFWY,One year,101.9,27,6,4,3,Credit card (automatic),No,0,1.2,Loyal,0.056666666666666664,Low
8544-GOQSH,Month-to-month,80.05,14,4,11,3,Credit card (automatic),No,0,0.3333333333333333,Mid,0.18666666666666668,Low
3363-DTIVD,Two year,105.55,71,7,4,5,Electronic check,No,0,1.4,Loyal,0.023333333333333334,Low
7018-WBJNK,Month-to-month,78.3,13,3,12,6,Credit card (automatic),No,0,0.23076923076923078,Mid,0.35,Low
9142-KZXOP,Month-to-month,68.85,44,2,15,6,Credit card (automatic),No,0,0.125,Loyal,0.11666666666666667,Low
7674-YTAFD,One year,79.95,33,4,6,3,Bank transfer (automatic),No,0,0.5714285714285714,Loyal,0.006666666666666667,Low
6348-SNFUS,Two year,55.45,72,6,4,1,Credit card (automatic),No,0,1.2,Loyal,0.0,Low
1285-OKIPP,Month-to-month,79.9,1,3,20,6,Electronic check,Yes,1,0.14285714285714285,New,1.0,High
7825-ECJRF,Month-to-month,106.6,19,7,9,3,Electronic check,Yes,1,0.7,Mid,0.71,High
1347-KTTTA,One year,102.45,64,7,4,3,Credit card (automatic),No,0,1.4,Loyal,0.09333333333333334,Low
7841-TZDMQ,Month-to-month,46.0,2,2,22,5,Credit card (automatic),Yes,1,0.08695652173913043,New,0.9033333333333333,High
4195-NZGTA,Month-to-month,25.25,1,1,27,5,Electronic check,No,0,0.03571428571428571,New,0.7012080747868739,High
7157-SMCFK,Two year,19.75,61,1,15,1,Mailed check,No,0,0.0625,Loyal,0.0,Low
4709-LKHYG,One year,20.0,29,1,15,1,Electronic check,No,0,0.0625,Loyal,0.0,Low
2504-DSHIH,Month-to-month,86.8,23,4,11,6,Electronic check,No,0,0.3333333333333333,Mid,0.11666666666666667,Low
0699-NDKJM,Month-to-month,58.75,57,6,9,3,Bank transfer (automatic),No,0,0.6,Loyal,0.016666666666666666,Low
9286-BHDQG,Two year,45.25,72,5,5,1,Credit card (automatic),No,0,0.8333333333333334,Loyal,0.0033333333333333335,Low
0230-WEQUW,Two year,56.6,66,6,4,1,Bank transfer (automatic),No,0,1.2,Loyal,0.0,Low
2040-LDIWQ,Two year,84.2,65,8,3,2,Bank transfer (automatic),No,0,2.0,Loyal,0.0,Low
6496-JDSSB,Month-to-month,80.0,8,3,12,6,Bank transfer (automatic),No,0,0.23076923076923078,New,0.3333333333333333,Low
9408-SSNVZ,Month-to-month,70.15,4,2,22,6,Electronic check,Yes,1,0.08695652173913043,New,0.81,High
4443-EMBNA,Two year,24.75,71,2,10,1,Bank transfer (automatic),No,0,0.18181818181818182,Loyal,0.0,Low
6469-MRVET,One year,20.2,1,1,22,1,Electronic check,No,0,0.043478260869565216,New,0.0,Low
0742-MOABM,Month-to-month,50.05,4,3,20,3,Mailed check,Yes,1,0.14285714285714285,New,0.09,Low
5961-VUSRV,One year,19.35,12,1,15,1,Bank transfer (automatic),No,0,0.0625,New,0.09217410026210146,Low
6778-JFCMK,One year,50.6,24,4,6,4,Mailed check,No,0,0.5714285714285714,Mid,0.016666666666666666,Low
6341-JVQGF,One year,81.15,31,7,4,2,Mailed check,No,0,1.4,Loyal,0.10666666666666667,Low
2232-DMLXU,Month-to-month,55.2,1,3,20,5,Mailed check,Yes,1,0.14285714285714285,New,0.8333333333333334,High
4811-JBUVU,Month-to-month,89.9,30,5,10,4,Credit card (automatic),No,0,0.45454545454545453,Loyal,0.05333333333333334,Low
0945-TSONX,Two year,85.3,47,8,3,1,Credit card (automatic),No,0,2.0,Loyal,0.0,Low
2651-ZCBXV,Two year,108.0,54,8,3,2,Credit card (automatic),No,0,2.0,Loyal,0.02666666666666667,Low
3316-UWXUY,Month-to-month,93.5,50,6,9,2,Credit card (automatic),No,0,0.6,Loyal,0.02666666666666667,Low
